tabKey,equipmentId,equipmentName,basicInfo,parts,checks
tab2,ZP-04,區域冰水泵 #4,流量=3300 LPM|揚程=180 kPa|功率=15KW|效率=78%,泵浦:1|彈簧避震基座(RC型):1|性能會驗報告:1,銘牌規格與設計相符|基礎座水平與防震軟管安裝，底座須裝設排水口，並以配管接至最接近的地板排水|合格之工廠技術人員檢查、定位及簽認文件|機械軸封運轉無漏水|運轉振動值量測 (ISO 10816)|馬達絕緣電阻測試，至少為 1.15，F 級或更好的絕緣|電動機應為全密閉風扇冷卻|管路連接： 鄰接泵浦之管線須獨立支撐，避免重量壓在泵浦身上|原製造廠產品出廠證明，若為進口貨，應提交海關進口證明書|水泵浦流量： 量測值與設計值之差異需在 +10% 以內|需依據系統壓差或負荷需求，透過中央監控系統進行 10%~110% 的調速運轉控制
tab2,ZP-05,區域冰水泵 #5,流量=3300 LPM|揚程=180 kPa|功率=15KW|效率=78%,泵浦:1|彈簧避震基座(RC型):1,銘牌規格與設計相符|基礎座水平與防震軟管安裝，底座須裝設排水口，並以配管接至最接近的地板排水|合格之工廠技術人員檢查、定位及簽認文件|機械軸封運轉無漏水|運轉振動值量測 (ISO 10816)|馬達絕緣電阻測試，至少為 1.15，F 級或更好的絕緣|電動機應為全密閉風扇冷卻|管路連接： 鄰接泵浦之管線須獨立支撐，避免重量壓在泵浦身上|原製造廠產品出廠證明，若為進口貨，應提交海關進口證明書|水泵浦流量： 量測值與設計值之差異需在 +10% 以內|需依據系統壓差或負荷需求，透過中央監控系統進行 10%~110% 的調速運轉控制
tab2,ZP-06,區域冰水泵 #6,流量=3300 LPM|揚程=180 kPa|功率=15KW|效率=78%,泵浦:1|彈簧避震基座(RC型):1,銘牌規格與設計相符|基礎座水平與防震軟管安裝，底座須裝設排水口，並以配管接至最接近的地板排水|合格之工廠技術人員檢查、定位及簽認文件|機械軸封運轉無漏水|運轉振動值量測 (ISO 10816)|馬達絕緣電阻測試，至少為 1.15，F 級或更好的絕緣|電動機應為全密閉風扇冷卻|管路連接： 鄰接泵浦之管線須獨立支撐，避免重量壓在泵浦身上|原製造廠產品出廠證明，若為進口貨，應提交海關進口證明書|水泵浦流量： 量測值與設計值之差異需在 +10% 以內|需依據系統壓差或負荷需求，透過中央監控系統進行 10%~110% 的調速運轉控制
tab3,CT-1,冷卻水塔 (Cooling Tower),"冷卻能力=7255 kW|風量 (CMM)=33,600 CMM|塔體=FRP 塔體 + 不鏽鋼構支撐及五金|填料 (Fill)=PVC 對齊板，符合 ASTM E84 等級|擋水器=兩或三折熱浸鍍鋅鋼板，確保水滴漂水損失在全部循環水量之 0.7% 以內|風機=IE4 全密閉風扇冷卻電機|噪音標準=距離 1.5 m ≤ 70 dBA",冷卻水塔7255KW:1,銘牌規格與設計相符|需執行測試、調整及平衡，冷卻水流量與設計值差異須在 ± 10% 內|擋水器 (Eliminator)： 兩或三折熱浸鍍鋅鋼板，確保水滴漂水損失在全部循環水量之 0.7% 以內|風機振動/軸封/皮帶檢查|補給水浮球閥與溢流管路連線完整|可依據冷卻出水溫度、大氣濕球溫度及最佳趨近溫度進行變頻控制|低/高水位自動化功能與警報正常|多個水塔並聯操作時，水坑間應留平衡水管接頭以確保流量相等|在周圍 1.5m 處之運轉噪音量不得超過 70 dBA|塔內必須提供檢修門、梯子及人孔等通道以便日後維護|須提送原廠出廠證明、檢驗試驗報告、操作及維護手冊正本
tab3,CT-2,冷卻水塔 (Cooling Tower),"冷卻能力=5441 kW|風量 (CMM)=26,400 CMM|塔體=FRP 塔體 + 不鏽鋼構支撐及五金|填料 (Fill)=PVC 對齊板，符合 ASTM E84 等級|消霧器=三層除霧器，漂水率 < 0.7%|風機=IE4 全密閉風扇冷卻電機|噪音標準=距離 1.5 m ≤ 70 dBA",冷卻水塔5441KW:1,銘牌規格與設計相符|需執行測試、調整及平衡，冷卻水流量與設計值差異須在 ± 10% 內|擋水器 (Eliminator)： 兩或三折熱浸鍍鋅鋼板，確保水滴漂水損失在全部循環水量之 0.7% 以內|風機振動/軸封/皮帶檢查|補給水浮球閥與溢流管路連線完整|可依據冷卻出水溫度、大氣濕球溫度及最佳趨近溫度進行變頻控制|低/高水位自動化功能與警報正常|多個水塔並聯操作時，水坑間應留平衡水管接頭以確保流量相等|在周圍 1.5m 處之運轉噪音量不得超過 70 dBA|塔內必須提供檢修門、梯子及人孔等通道以便日後維護|須提送原廠出廠證明、檢驗試驗報告、操作及維護手冊正本
tab3,冷卻水管路工程,冷卻水管路工程,冷卻水管路工程,不鏽鋼彈簧避震器:64|不鏽鋼蝶閥 (齒輪式) Φ250:14|不鏽鋼球塞閥 Φ50:21,銘牌規格與設計相符|管路流向標示|不鏽鋼水管支架
tab4,IST-1-1,動態製冰儲冰槽 #1,儲冰容量=1150RTH|融冰容量=960RTH|材質=SUS304 不鏽鋼|板厚=≧ 2.0 mm|槽上蓋保溫厚度=50 mm|槽體四周保溫總厚度=95±3mm|保溫值=R18|耐壓強度=盤管耐壓須達 10 kg/cm² 以上,動態製冰儲冰槽:8|攪拌泵:8|,銘牌規格與設計相符|防地震位移固定措施|儲冰槽試水與盤管試壓合格報告(現場組裝時需要)|完整性能計算書、製造圖、試壓紀錄及品管檢驗報告
tab4,儲冰槽機房管路工程,儲冰槽機房管路工程,儲冰槽機房管路工程,不鏽鋼蝶閥 Φ200:19|高壓不銹鋼防震軟管 Φ125:16|比例式不鏽鋼蝶閥 Φ125:8|不鏽鋼球塞閥 Φ20:16|不鏽鋼球塞閥 Φ25:2|不銹鋼 4吋 溫度計:16|不銹鋼 4吋 充油壓力錶:16|大流量自動釋氣閥 Φ25:2,銘牌規格與設計相符|管路流向標示|不鏽鋼水管支架
tab4,儲冰空調管理系統,儲冰空調管理系統,儲冰空調管理系統,32位元網頁可程式控制器:1|15吋 TFT 觸控人機控制面板:1|磁緻式儲冰量感知器:8|超音波流量計:2|水管型溫度傳訊器:9|無線網路路由器:1,銘牌規格與設計相符
tab5,HEX-01,板式熱交換器 #1,能力=3510KW|板片材質=鈦金屬|設計壓力=10 kg/cm2,板式熱交換器:1,銘牌規格與設計相符|進出水溫差與熱交換能力驗證|外部保溫包覆檢查
tab5,HEX-02,板式熱交換器 #2,能力=3510KW|板片材質=鈦金屬|設計壓力=10 kg/cm2,板式熱交換器:1,銘牌規格與設計相符|進出水溫差與熱交換能力驗證|外部保溫包覆檢查
tab6,AH-01,空氣調節箱 AH-01,"風量 (CMH)=≥26,500|機外靜壓 (Pa)=500|冷房能力 (kW)=≥232|馬達 (kW)=≤3.35*4 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-02,空氣調節箱 AH-02,"風量 (CMH)=≥27,800|機外靜壓 (Pa)=500|冷房能力 (kW)=≥256|馬達 (kW)=≤4.4*3 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-06,空氣調節箱 AH-06,"風量 (CMH)=≥16,600|機外靜壓 (Pa)=500|冷房能力 (kW)=≥152|馬達 (kW)=≤5.25*2 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-07,空氣調節箱 AH-07,"風量 (CMH)=≥11,200|機外靜壓 (Pa)=450|冷房能力 (kW)=≥102|馬達 (kW)=≤3.35*2 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-08,空氣調節箱 AH-08,"風量 (CMH)=≥29,200|機外靜壓 (Pa)=450|冷房能力 (kW)=≥249|馬達 (kW)=≤5.7*3 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-09,空氣調節箱 AH-09,"風量 (CMH)=≥23,200|機外靜壓 (Pa)=450|冷房能力 (kW)=≥196|馬達 (kW)=≤4.5*3 kW (EC)|結構=Double Skin (雙層板)|電熱器 (kW)=45",空氣調節箱:1|電熱器:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-10,空氣調節箱 AH-10,"風量 (CMH)=≥23,200|機外靜壓 (Pa)=450|冷房能力 (kW)=≥196|馬達 (kW)=≤4.5*3 kW (EC)|結構=Double Skin (雙層板)|電熱器 (kW)=45",空氣調節箱:1|電熱器:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-11,空氣調節箱 AH-11,"風量 (CMH)=≥23,200|機外靜壓 (Pa)=450|冷房能力 (kW)=≥196|馬達 (kW)=≤4.5*3 kW (EC)|結構=Double Skin (雙層板)|電熱器 (kW)=45",空氣調節箱:1|電熱器:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-12,空氣調節箱 AH-12,"風量 (CMH)=≥23,200|機外靜壓 (Pa)=450|冷房能力 (kW)=≥196|馬達 (kW)=≤4.5*3 kW (EC)|結構=Double Skin (雙層板)|電熱器 (kW)=45",空氣調節箱:1|電熱器:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-13,空氣調節箱 AH-13,"風量 (CMH)=≥7,700|機外靜壓 (Pa)=400|冷房能力 (kW)=≥70|馬達 (kW)=≤4.4*1 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-14,空氣調節箱 AH-14,"風量 (CMH)=≥6,600|機外靜壓 (Pa)=400|冷房能力 (kW)=≥60|馬達 (kW)=≤3.35*1 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-15,空氣調節箱 AH-15,"風量 (CMH)=≥11,400|機外靜壓 (Pa)=550|冷房能力 (kW)=≥84|馬達 (kW)=≤3.35*2 kW (EC)|結構=Double Skin (雙層板)|電熱器 (kW)=30|加濕器 (kg/hr)=5",空氣調節箱:1|電熱器:1|加濕器:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%|!!關鍵!! 電熱器絕緣電阻與過熱保護測試|電熱器運轉電流與三相平衡確認|加濕器給水管路無洩漏測試|加濕器噴霧/蒸氣產生功能測試|濕度感知器連鎖控制測試
tab6,AH-17,空氣調節箱 AH-17,"風量 (CMH)=≥39,250|機外靜壓 (Pa)=450|冷房能力 (kW)=≥358|馬達 (kW)=≤5.0*3 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-18,空氣調節箱 AH-18,"風量 (CMH)=≥12,000|機外靜壓 (Pa)=450|冷房能力 (kW)=≥109|馬達 (kW)=≤3.35*2 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-19,空氣調節箱 AH-19,"風量 (CMH)=≥25,500|機外靜壓 (Pa)=600|冷房能力 (kW)=≥190|馬達 (kW)3.35*3 kW (EC)|結構=Double Skin (雙層板)|電熱器 (kW)=72|加濕器 (kg/hr)=10",空氣調節箱:1|電熱器:1|加濕器:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%|!!關鍵!! 電熱器絕緣電阻與過熱保護測試|電熱器運轉電流與三相平衡確認|加濕器給水管路無洩漏測試|加濕器噴霧/蒸氣產生功能測試|濕度感知器連鎖控制測試
tab6,AH-21,空氣調節箱 AH-21,"風量 (CMH)=≥10,500|機外靜壓 (Pa)=450|冷房能力 (kW)=≥95|馬達 (kW)=≤5.0*1 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-22,空氣調節箱 AH-22,"風量 (CMH)=≥22,800|機外靜壓 (Pa)=500|冷房能力 (kW)=≥210|馬達 (kW)=≤5.0*2 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-23,空氣調節箱 AH-23,"風量 (CMH)=≥19,800|機外靜壓 (Pa)=500|冷房能力 (kW)=≥183|馬達 (kW)=≤5.0*2 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-24,空氣調節箱 AH-24,"風量 (CMH)=≥27,500|機外靜壓 (Pa)=500|冷房能力 (kW)=≥236|馬達 (kW)=≤4.4*3 kW (EC)|結構=Double Skin (雙層板)|電熱器 (kW)=60|加濕器 (kg/hr)=8",空氣調節箱:1|電熱器:1|加濕器:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-25,空氣調節箱 AH-25,"風量 (CMH)=≥24,500|機外靜壓 (Pa)=450|冷房能力 (kW)=≥208|馬達 (kW)=≤5.25*3 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-26,空氣調節箱 AH-26,"風量 (CMH)=≥24,500|機外靜壓 (Pa)=450|冷房能力 (kW)=≥208|馬達 (kW)=≤5.25*3 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-27,空氣調節箱 AH-27,"風量 (CMH)=≥38,400|機外靜壓 (Pa)=500|冷房能力 (kW)=≥327|馬達 (kW)=≤5.25*4 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-28,空氣調節箱 AH-28,"風量 (CMH)=≥11,600|機外靜壓 (Pa)=400|冷房能力 (kW)=≥98|馬達 (kW)=≤3.35*2 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-29,空氣調節箱 AH-29,"風量 (CMH)=≥14,300|機外靜壓 (Pa)=450|冷房能力 (kW)=≥130|馬達 (kW)=≤3.35*2 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-30,空氣調節箱 AH-30,"風量 (CMH)=≥8,600|機外靜壓 (Pa)=500|冷房能力 (kW)=≥70|馬達 (kW)=≤3.35*2 kW (EC)|結構=Double Skin (雙層板)|電熱器 (kW)=24|加濕器 (kg/hr)=5",空氣調節箱:1|電熱器:1|加濕器:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%|!!關鍵!! 電熱器絕緣電阻與過熱保護測試|電熱器運轉電流與三相平衡確認|加濕器給水管路無洩漏測試|加濕器噴霧/蒸氣產生功能測試|濕度感知器連鎖控制測試
tab6,AH-31,空氣調節箱 AH-31,"風量 (CMH)=≥14,300|機外靜壓 (Pa)=600|冷房能力 (kW)=≥130|馬達 (kW)=≤3.35*2 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-32,空氣調節箱 AH-32,"風量 (CMH)=≥9,200|機外靜壓 (Pa)=450|冷房能力 (kW)=≥84|馬達 (kW)=≤4.0*1 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-33,空氣調節箱 AH-33,"風量 (CMH)=≥15,000|機外靜壓 (Pa)=450|冷房能力 (kW)=≥123|馬達 (kW)=≤4.5*2 kW (EC)|結構=Double Skin (雙層板)|電熱器 (kW)=45|加濕器 (kg/hr)=8",空氣調節箱:1|電熱器:1|加濕器:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-34,空氣調節箱 AH-34,"風量 (CMH)=≥25,500|機外靜壓 (Pa)=400|冷房能力 (kW)=≥235|馬達 (kW)=≤5.0*2 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-35,空氣調節箱 AH-35,"風量 (CMH)=≥20,400|機外靜壓 (Pa)=400|冷房能力 (kW)=≥186|馬達 (kW)=≤5.0*2 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-36,空氣調節箱 AH-36,"風量 (CMH)=≥18,000|機外靜壓 (Pa)=450|冷房能力 (kW)=≥158|馬達 (kW)=≤5.25*2 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-37,空氣調節箱 AH-37,"風量 (CMH)=≥12,800|機外靜壓 (Pa)=450|冷房能力 (kW)=≥109|馬達 (kW)=≤3.35*2 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-38,空氣調節箱 AH-38,"風量 (CMH)=≥23,200|機外靜壓 (Pa)=450|冷房能力 (kW)=≥214|馬達 (kW)=≤5.0*2 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-39,空氣調節箱 AH-39,"風量 (CMH)=≥18,000|機外靜壓 (Pa)=450|冷房能力 (kW)=≥158|馬達 (kW)=≤5.25*2 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-40,空氣調節箱 AH-40,"風量 (CMH)=≥25,200|機外靜壓 (Pa)=450|冷房能力 (kW)=≥214|馬達 (kW)=≤5.25*3 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-41,空氣調節箱 AH-41,"風量 (CMH)=≥24,200|機外靜壓 (Pa)=450|冷房能力 (kW)=≥208|馬達 (kW)=≤5.25*3 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-42,空氣調節箱 AH-42,"風量 (CMH)=≥24,200|機外靜壓 (Pa)=450|冷房能力 (kW)=≥208|馬達 (kW)=≤5.25*3 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-43,空氣調節箱 AH-43,"風量 (CMH)=≥34,600|機外靜壓 (Pa)=500|冷房能力 (kW)=≥295|馬達 (kW)=≤5.7*3 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-44,空氣調節箱 AH-44,"風量 (CMH)=≥17,000|機外靜壓 (Pa)=500|冷房能力 (kW)=≥154|馬達 (kW)=≤5.0*2 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-45,空氣調節箱 AH-45,"風量 (CMH)=≥16,300|機外靜壓 (Pa)=500|冷房能力 (kW)=≥150|馬達 (kW)=≤5.0*2 kW (EC)|結構=Double Skin (雙層板)",空氣調節箱:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%
tab6,AH-46,空氣調節箱 AH-46,"風量 (CMH)=≥13,600|機外靜壓 (Pa)=600|冷房能力 (kW)=≥102|馬達 (kW)=≤4.5*2 kW (EC)|結構=Double Skin (雙層板)|電熱器 (kW)=45|加濕器 (kg/hr)=5",空氣調節箱:1|電熱器:1|加濕器:1,型號/序號與送審資料核對|箱體外觀無損傷且內部清潔|雙層板(Double Skin)氣密測試無洩漏|盤管水壓/氣壓耐壓測試 (1035kPa)|排水盤洩水坡度測試|濾網壓差計安裝確認|[TAB] 風量測試與設計值誤差 < 10%|!!關鍵!! 電熱器絕緣電阻與過熱保護測試|電熱器運轉電流與三相平衡確認|加濕器給水管路無洩漏測試|加濕器噴霧/蒸氣產生功能測試|濕度感知器連鎖控制測試
